164,WY2565 Wyeast Kölsch,124,75,56,70,Low,10,10,"This strain is a classic, true top cropping yeast strain from a traditional brewery in Cologne, Germany. Beers will exhibit some of the fruity character of an ale, with a clean lager like profile. It produces low or no detectable levels of diacetyl. This yeast may also be used to produce quick-conditioning pseudo-lager beers and ferments well at cold 55-60°F (13-16°C) range. This powdery strain results in yeast that remain in suspension post fermentation. It requires filtration or additional settling time to produce bright beers. ","   American Wheat or Rye Beer
   Berliner Weisse
   Bière de Garde
   Cream Ale
   Düsseldorf Altbier
   Fruit Beer
   Kölsch
   Northern German Altbier
   Spice, Herb, or Vegetable Beer","Weihenstephan 165, Köln (Päffgen?)"
165,WY2575PC Wyeast Kolsch II,125,75,55,70,Low,10,10,This authentic Kolsch strain from one of Germany’s leading brewing schools has a rich flavor profile which accentuates a soft malt finish. It has Low or no detectable diacetyl production and will also ferment well at colder temperatures for fast lager type beers,"   Kölsch
   Northern German Altbier
   Düsseldorf Altbier
",Weihenstephan W165
166,WY2633 Wyeast Octoberfest Lager Blend,126,75,48,58,Low - Medium,9,9,"This blend of lager strains is designed to produce a rich, malty, complex and full bodied Octoberfest style beer. It attenuates well while leaving plenty of malt character and mouthfeel. This strain is low in sulfur production. ","   Baltic Porter
   Classic Rauchbier
   Oktoberfest/Märzen
   Vienna Lager",
167,WY2782PC Wyeast Staro Prague Lager,127,72,50,58,High,11,11,"This yeast will help create medium to full body lagers with moderate fruit and bready malt flavors. The balance is slightly toward malt sweetness and will benefit from additional hop bittering. A fantastic strain for producing classic Bohemian lagers.
","   Bohemian Pilsner
   Munich Helles
   Vienna Lager
   Oktoberfest/Marzen
   Munich Dunkel
   Schwarzbier
   Traditional Bock
   Maibock/Hellesbock
   Dopplebock
   Eisbock",
168,WY3056 Wyeast Bavarian Wheat,128,75,64,74,Medium,10,10,This proprietary blend of a top-fermenting neutral ale strain and a Bavarian wheat strain is a great choice when a subtle German style wheat beer is desired. The complex esters and phenolics from the wheat strain are nicely softened and balanced by the neutral ale strain. ,"   Dunkelweizen
   Weizen/Weissbier
   Weizenbock


",
169,WY3068 Wyeast Weihenstephan Weizen,129,75,64,75,Low,10,10,"The classic and most popular German wheat beer strain used worldwide. This yeast strain produces a beautiful and delicate balance of banana esters and clove phenolics. The balance can be manipulated towards ester production through increasing the fermentation temperature, increasing the wort density, and decreasing the pitch rate. Over pitching can result in a near complete loss of banana character. Decreasing the ester level will allow a higher clove character to be perceived. Sulfur is commonly produced, but will dissipate with conditioning. This strain is very powdery and will remain in suspension for an extended amount of time following attenuation. This is true top cropping yeast and requires fermenter headspace of 33%. ","   Dunkelweizen
   Fruit Beer
   German Hefe-Weizen
   Roggenbier (German Rye Beer)
   Weizen/Weissbier
   Weizenbock






",Weihenstephan 68 (S. delbrueckii single strain)
170,WY3191PC Wyeast Berliner-Weisse Blend,130,75,68,72,Low,6,6,"This blend includes a German ale strain with low ester formation and a dry, crisp finish. The Lactobacillus included produces moderate levels of acidity. The unique Brettanomyces strain imparts a critical earthy characteristic that is indicative of a true Berliner Weisse. When this blend is used, expect a slow start to fermentation as the yeast and bacteria in the blend is balanced to allow proper acid production. It generally requires 3-6 months of aging to fully develop flavor characteristics. Use this blend with worts containing extremely low hopping rates","   Lambics
   Geuze
   Fruit Lambic
   Flanders Red Ale
",
171,WY3278 Wyeast Belgian Lambic Blend,131,75,63,75,Variable,11,11,"This blend contains yeast and bacteria cultures important to the production of spontaneously fermented beers of the Lambic region. Specific proportions of a Belgian style ale strain, a sherry strain, two Brettanomyces strains, a Lactobacillus culture, and a Pediococcus culture produce the desirable flavor components of these beers as they are brewed in West Flanders. Propagation of this culture is not recommended and will result in a change of the proportions of the individual components. This blend will produce a very dry beer due to the super-attenuative nature of the mixed cultures. ","   Flanders Red Ale
   Fruit Lambic
   Gueuze
   Straight (Unblended) Lambic






",
172,WY3333 Wyeast German Wheat,132,73,63,75,High,10,10,"A highly flocculent German wheat beer strain that is the perfect choice for use in Kristallweizen. This yeast strain produces a beautiful and delicate balance of banana esters and clove phenolics similar to the popular Wyeast 3068. However, this strain will sediment rapidly, resulting in bright beer without filtration. The balance can be manipulated towards ester production through increasing fermentation temperature, increasing the wort density, and decreasing the pitch rate. Over pitching can result in a near complete loss of banana character. Sulfur is commonly produced, but will dissipate with conditioning. ","   Dunkelweizen
   German Hefe-Weizen
   Roggenbier (German Rye Beer)
   Weizen/Weissbier
   Weizenbock


",
173,WY3463 Wyeast Forbidden Fruit,133,74,63,76,Low,12,12,"A widely used strain in the production of Witbier and Grand Cru. This yeast will produce spicy phenolics which are balanced nicely by a complex ester profile. The subtle fruit character and dry tart finish will complement wheat malt, orange peel and spice additions typical of Wits. ","   Belgian Specialty Ale
   Witbier


",Hoegaarden (assumed to be from Verboden Vrucht)
174,WY3522 Wyeast Belgian Ardennes,134,74,65,76,High,12,12,"One of the great and versatile strains for the production of classic Belgian style ales. This strain produces a beautiful balance of delicate fruit esters and subtle spicy notes; with neither one dominating. Unlike many other Belgian style strains, this strain is highly flocculent and results in bright beers. ","   Belgian Blond Ale
   Belgian Dark Strong Ale
   Belgian Dubbel
   Belgian Golden Strong Ale
   Belgian Pale Ale
   Belgian Specialty Ale
   Belgian Tripel
   Flanders Brown Ale/Oud Bruin",Achouffe
175,WY3538PC Wyeast Leuven Pale Ale,135,76.5,65,80,High,12,12,"This vigorous top fermenting Belgian style strain produces a distinct spicy character along with mild esters. Phenolics developed during fermentation may dissipate with conditioning. 3538 is an excellent choice for a variety of Belgian beer styles including pales, dubbels, and brown ales. ","   Belgian Pale Ale
   Belgian Dubbel and Tripel
   Belgian Strong Golden and Dark Ales
   Belgian Blonde Ale
   Flanders Brown Ale",
176,WY3638 Wyeast Bavarian Wheat,136,73,64,75,Low,10,10,"A complex alternative to the standard German wheat strain profile. This strain produces apple, pear, and plum esters in addition to the dominant banana character. The esters are complemented nicely by clove and subtle vanilla phenolics. The balance can be manipulated towards ester production through increasing fermentation temperature, increasing the wort density, and decreasing the pitch rate. Over pitching can result in a near complete loss of banana character. Decreasing the ester level will allow a higher clove character to be perceived. Sulfur is commonly produced, but will dissipate with conditioning. This strain is very powdery and will remain in suspension for an extended amount of time following attenuation. This is true top cropping yeast and requires fermenter headspace of 33%. ","   Dunkelweizen
   German Hefe-Weizen
   Roggenbier (German Rye Beer)
   Weizen/Weissbier
   Weizenbock






",Weihenstephan 175
177,WY3655PC Wyeast Belgian Schelde,137,75,62,74,Medium,,,"From the East Flanders - Antwerpen region of Belgium, this unique top fermenting yeast produces complex, classic Belgian aromas and flavors that meld well with premium quality pale and crystal malts. Well rounded and smooth textures are exhibited with a full bodied malty profile and mouthfeel.",,
178,WY3711 Wyeast French Saison,138,80,65,77,Low,12,12,"A very versatile strain that produces Saison or farmhouse style biers as well as other Belgian style beers that are highly aromatic (estery), peppery, spicy and citrusy. This strain enhances the use of spices and aroma hops, and is extremely attenuative but leaves an unexpected silky and rich mouthfeel. This strain can also be used to re-start stuck fermentations or in high gravity beers. ","   Belgian Blond Ale
   Belgian Dark Strong Ale
   Belgian Golden Strong Ale
   Belgian Specialty Ale
   Bière de Garde
   Saison",Brasserie Thiriez
179,WY3724 Wyeast Belgian Saison,139,78,70,95,Low,12,12,"This strain is the classic farmhouse ale yeast. A traditional yeast that is spicy with complex aromatics, including bubble gum. It is very tart and dry on the palate with a mild fruitiness. Expect a crisp, mildly acidic finish that will benefit from elevated fermentation temperatures. This strain is notorious for a rapid and vigorous start to fermentation, only to stick around 1.035 S.G. Fermentation will finish, given time and warm temperatures. Warm fermentation temperatures at least 90°F (32°C) or the use of a secondary strain can accelerate attenuation. ",   Saison,Saison du Pont
180,WY3725PC Wyeast Bier de Garde,140,76.5,74,84,Low,12,12,Low to moderate ester production with subtle spiciness. Malty and full on the palate with initial sweetness. Finishes dry and slightly tart. Ferments well with no sluggishness.,"   Saison
   Biere de Garde
   Belgian Blonde Ale
   Belgian Pale Ale
   Belgian Golden Strong Ale",
181,WY3726PC Wyeast Farmhouse Ale,141,76.5,70,95,Variable,12,12,This strain produces complex esters balanced with earthy/spicy notes. Slightly tart and dry with a peppery finish. A perfect strain for farmhouse ales and saisons.,,
182,WY3739PC Wyeast Flanders Golden Ale,142,76,64,80,Low - Medium,12,12,This well balanced strain from northern Belgium will produce moderate levels of both fruity esters and spicy phenols while finishing dry with a hint of malt. 3739-PC is a robust & versatile strain that performs nicely in a broad range of Belgian styles.,"   Belgian Pale Ale
   Belgian Specialty Ale
   Belgian Dubbel
   Triple and Quad
   Belgian Strong Golden and Dark Ales
   Belgian Blonde Ale",
183,WY3763 Wyeast Roeselare Ale Blend,143,80,65,85,Variable,11,11,"Our blend of lambic cultures produce beer with a complex, earthy profile and a distinctive pie cherry sourness. Aging up to 18 months is required for a full flavor profile and acidity to develop. Specific proportions of a Belgian style ale strain, a sherry strain, two Brettanomyces strains, a Lactobacillus culture, and a Pediococcus culture produce the desirable flavor components of these beers as they are brewed in West Flanders. Propagation of this culture is not recommended and will result in a change of the proportions of the individual components. This blend will produce a very dry beer due to the super-attenuative nature of the mixed cultures. ","   Flanders Brown Ale/Oud Bruin
   Fruit Lambic
   Gueuze
   Straight (Unblended) Lambic






",Rodenbach
184,WY3787 Wyeast Trappist High Gravity,144,76,64,78,Medium,11,12,"A classic strain selection for brewing Belgian dubbel or Belgian tripel. This Abbey strain produces a nice balance of complex fruity esters and phenolics, making it desirable for use in other Belgian style ales as well. A flocculent, true top cropping yeast (additional headspace is recommended), that will work over a broad temperature range. This strain makes a great Belgian style “House” strain. ","   Belgian Dubbel
   Belgian Golden Strong Ale
   Belgian Specialty Ale
   Belgian Tripel
   Bière de Garde


",Westmalle
185,WY3789PC Wyeast Trappist Blend,145,77.5,68,85,Medium,12,12,"A unique blend of Belgian Saccharomyces and  Brettanomyces for emulating Trappist style beer from the Florenville region in Belgium. Phenolics, mild fruitiness and complex spicy notes develop with increased fermentation temperatures. Subdued but classic Brett character.","   Belgian Specialty Ale
   Belgian Pale Ale
   Flanders Red
   Oud Bruin
",
186,WY3822PC Wyeast Ingelmunster Ale,146,76.5,65,80,Medium - High,12,12,"This Unique Belgian ale yeast produces spicy, phenolic and tart aromas.  Very tart and dry on the palate.  Phenol and ester production balanced, for beer with a complex fininsh.  High acid producer.",,
187,WY3864PC Wyeast Canadian / Begian Ale,147,77,65,80,Medium,12,12,This alcohol tolerant strain produces complex and well-balanced Belgian Abbey style ales. Banana and fruit esters are complemented nicely with mild levels of phenolics and hints of acidity. Ester levels may be elevated by increasing gravity and fermentation temperatures.,"   Belgian Dubbel and Tripel
   Belgian Specialty Ale
   Belgian Golden Strong
   Biere de Garde
   Witbier
",
188,WY3942 Wyeast Belgian Wheat,148,74,64,74,Medium,12,12,"Isolated from a small Belgian brewery, this strain produces beers with moderate esters and minimal phenolics. Apple, bubblegum and plum-like aromas blend nicely with malt and hops. This strain will finish dry with a hint of tartness. ","   Belgian Pale Ale
   Belgian Tripel
   Witbier","Esen, Belgium (De Dolle)"
189,WY3944 Wyeast Belgian Witbier,149,74,62,75,Medium,11,12,"This versatile witbier yeast strain can be used in a variety of Belgian style ales. This strain produces a complex flavor profile dominated by spicy phenolics with low to moderate ester production. It is a great strain choice when you want a delicate clove profile not to be overshadowed by esters. It will ferment fairly dry with a slightly tart finish that compliments the use of oats, malted and unmalted wheat. This strain is a true top cropping yeast requiring full fermenter headspace of 33%.","   Belgian Dubbel
   Belgian Tripel
   Spice, Herb, or Vegetable Beer
   Witbier",Hoegaarden/ Celis White
190,WY5112 Wyeast Brettanomyces Bruxellensis,150,80,60,75,Medium,12,12,"This strain of wild yeast was isolated from brewery cultures in the Brussels region of Belgium. It produces the classic “sweaty horse blanket” character of indigenous beers such as gueuze, lambics and sour browns and may form a pellicle in bottles or casks. The strain is generally used in conjunction with S. cerevisiae, as well as other wild yeast and lactic bacteria. At least 3-6 months aging is generally required for flavor to fully develop.","   Flanders Red Ale
   Fruit Lambic
   Gueuze
   Straight (Unblended) Lambic",
191,WY5151PC Wyeast Brettanomyces Claussenii,151,80,60,75,Low,12,12,"Isolated from English stock ale, this wild yeast produces a mild “Brett” character with overtones of tropical fruit and pineapple. B. clausenii can be used as a primary strain; however it is typically inoculated in conjunction with other yeasts and lactic acid bacteria. A pellicle may develop in bottles or casks during conditioning.","   Lambics
   Geuze
   Fruit Lambic
   Flanders Red Ale
",
192,WY5526 Wyeast Brettanomyces Lambicus,153,87.75,60,75,Medium,12,12,"This is a wild yeast strain isolated from Belgian lambic beers. It produces a pie cherry-like flavor and sourness along with distinct “Brett” character. A pellicle may form in bottles or casks. To produce the classic Belgian character, this strain works best in conjunction with other yeast and lactic bacteria. It generally requires 3-6 months of aging to fully develop flavor characteristics. ","   Berliner Weisse
   Flanders Red Ale
   Fruit Lambic
   Gueuze
   Straight (Unblended) Lambic",
193,WY5609 Wyeast Greenbelt,154,76,65,72,High,10,10,"Greenbelt is an American ale strain that complements hop-driven beers with fruity and floral aromas.  Good attenuation and high flocculation characteristics make Greenbelt clean and versatile.  The name Greenbelt was chosen in honor of the Barton Creek Greenbelt, a popular stretch of public land in Austin, TX consisting of numerous hiking trails and natural swimming holes. ",,Austin Homebrew Supply Exclusive
194,WY9093PC Wyeast Imperial Blend,156,77.5,68,75,Low - Medium,12,14,"This unique blend of strains is designed to ferment higher gravity worts used in producing any style of Imperial beer. The results will be a rich, malty, full bodied beer with notes of citrus & fruity esters. Even with a high starting gravity your Imperials will have a relatively dry finish.  ","   American Barleywine
   Imperial IPA
   Imperial Red
   Imperial Brown
   Imperial Porter
   Russian Imperial Stout",
195,WY9097PC Wyeast Old Ale Blend,157,77.5,68,75,Medium,12,14,"To bring you a bit of English brewing heritage we developed the “Old Ale” blend. It includes an attenuative ale strain along with a small amount of Brettanomyces. The blend will ferment well in dark worts, producing fruity beers with nice complexity. The Brettanomyces adds a pie cherry-like flavor and sourness during prolonged aging.","   Strong Ale
   Old Ale
   English Barleywine
",
